name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.05; 0.027658; 0.011768;0.013246;0.003823; 2e-06; true; 0.059662;0.12;0.028071;0.011811;0.002885;0.0380859999999999;0.050402; 3e-06; true; 0.134193;0.16; 0.028498; 0.0145;0.000473;0.033257999999999996;0.071736; 0.001001; true; 0.154496;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.56; 0.0348; 0.0035; 0.4572; 0.1651; 0.1716; True; 0.6289; 0.6743;1.92;0.063326589; 0.269765752; 2.6133E-5; true; 0.277151864; 0.48741837;0.09; 0.030845; 0.01392;0.037385;0.008469999999999998;0.002882; 3e-06; true; 0.098146;0.94;0.0424818;0.011136900000000002;0.10912160000000001; 0.0002250000; True; 0.1247154000; 0.2204807000;1.93;0.058494894;0.12142896199999999; 0.268987583; 0.005006411; true; 0.405699869; 0.630836058
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.01049;0.022779;0.021301;3.847159;8.39372;MISSING;MISSING;MISSING;TO; 0.017513; 0.035283;0.0041979999999999995;1.612593;4.874429;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.125716762;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.08598990000000001;0.1895744;3.184752;MISSING;MISSING;MISSING;MISSING;5.4;0.131163273;1.458644566; 0.096859336; 0.015099735; true; 1.578573458; 1.926532187
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;TO; 0.020494; 0.040578;2.6222600000000003;0.6262049999999999;MISSING;MISSING;MISSING;TO;0.021462;0.043055;0.046788;8.938249;20.088947;MISSING;MISSING;MISSING;TO; 0.018057; 0.036914;0.004853999999999999;3.417571;11.010063;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.263631251;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.0806014;0.3301519;5.0999534;MISSING;MISSING;MISSING;MISSING;7.23;0.1702549379999999;2.574342013; 0.083220817; 0.002770253; true; 2.668970767; 3.113721493
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;TO; 0.021861; 0.051502;2.794749;0.6106980000000001;MISSING;MISSING;MISSING;TO;0.024854;0.050502;0.054977;9.452374;27.022826;MISSING;MISSING;MISSING;TO; 0.022626; 0.048447;0.005281000000000001;3.228177;13.250428;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.2619102519999999;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.0872163;0.357943;5.1810113;MISSING;MISSING;MISSING;MISSING;8.4;0.1525921109999999;3.606038929; 0.150424147; 0.00273719; true; 3.78445195; 4.23460286
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.024079;0.056555;0.067545;10.468611;31.288445000000003;MISSING;MISSING;MISSING;TO; 0.030953; 0.047937;0.006238;5.621992;14.724157;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3061554469999999;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.10444720000000002;0.3667228;5.2780527;MISSING;MISSING;MISSING;MISSING;9.55;0.277419129;3.7632683840000007; 0.088723456; 0.002714603; true; 3.863348289; 4.579421532
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.031461;0.069533;0.076496;11.293073;27.825173;MISSING;MISSING;MISSING;TO; 0.027817; 0.06206;0.0077020000000000005;3.56794;13.02814;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.256004751;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.12144300000000002;0.37627700000000003;4.8497304;MISSING;MISSING;MISSING;MISSING;11.27;0.275543733;5.397129786999999; 0.106909571; 0.00352382; true; 5.516375375; 6.160241815
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;TO; 0.033266; 0.076247;2.878762;0.774147;MISSING;MISSING;MISSING;TO;0.036661;0.078509;0.0809069999999999;11.779825;36.452911;MISSING;MISSING;MISSING;TO; 0.034146; 0.083674;0.009558999999999998;3.7927250000000003;15.07747;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3414000519999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.034861; 0.076453;0.55178;1.632866;0.39039300000000005;MISSING;MISSING;MISSING;TO;0.1278098;0.3214341;5.1544156;MISSING;MISSING;MISSING;MISSING;13.25;0.2717553260000001;7.028667469; 0.139404489; 0.003185864; true; 7.194579816; 7.901870227
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.032692;0.069951;0.074297;13.604607;33.101048;MISSING;MISSING;MISSING;TO; 0.042057; 0.09477;0.012474;6.095454999999999;15.91036;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.255556566;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.1454598;0.36277200000000004;5.0823773;MISSING;MISSING;MISSING;MISSING;13.82;0.216741322;7.664369289; 0.173262314; 0.003807879; true; 7.87143498; 8.544554944
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;TO; 0.040864; 0.104121;3.829699;0.860381;MISSING;MISSING;MISSING;TO;0.047776;0.109892;0.1150249999999999;14.360272;0.171735;MISSING;MISSING;MISSING;TO; 0.063999; 0.106141;0.013914000000000001;4.534712;13.873425000000001;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.375586409;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.1023641;0.4013137;5.527020299999999;MISSING;MISSING;MISSING;MISSING;20.38;0.3218471110000001;13.512251570999998; 0.170474364; 0.003653503; true; 13.697414921; 14.396565402
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-18-*.mata;TO; 0.037391; 0.084627;3.902198;0.862941;MISSING;MISSING;MISSING;TO;0.047843;0.125632;0.132839;13.780457;0.170189;MISSING;MISSING;MISSING;TO; 0.037455; 0.115714;0.015498999999999997;4.391288;17.231033;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3766470159999999;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.1775266;0.3321393;5.0765910000000005;MISSING;MISSING;MISSING;MISSING;22.04;0.475961174;16.58691275; 0.138817115; 0.002852925; true; 16.738095705; 17.625838882
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-19-*.mata;TO; 0.052167; 0.134554;4.253742;0.9758749999999999;MISSING;MISSING;MISSING;TO;0.057942;0.144997;0.1737709999999999;14.701696;0.185073;MISSING;MISSING;MISSING;TO; 0.058316; 0.189133;0.014476000000000003;6.039332;18.547609;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.433209582;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.20795360000000002;0.3741524;5.5843438;MISSING;MISSING;MISSING;MISSING;24.74;0.502880656;18.460750641; 0.144297207; 0.003124029; true; 18.622375932; 19.597876942
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-2-*.mata;0.01; 0.001162; 0.0061; 0.004911; 0.001147; 2e-06; true; 0.014733;0.02;0.001175;0.006282;0.001303;0.012924;0.014929; 4e-06; true; 0.038039;0.02; 0.001395; 0.006482;0.00026199999999999997; 0.007603; 0.008979; 0.0001; true; 0.027072;5.1; 0.0101; 0.0023; 4.5539; 0.1721; 0.0000; True; 4.7261; 4.7388;3.36; 0.0116; 0.0042; 0.1245; 2.2368; 2.2371; True; 2.3617; 2.3814;1.24;0.045971084; 0.077618158; 3.5302E-5; true; 0.100868906; 0.281956099;0.0; 0.001507; 0.006902; 0.000738; 0.002768; 0.000744; 2e-06; true; 0.014743;0.84;0.0402946;0.0091648; 0.0270676000; 0.0002957000; True; 0.0388732000; 0.1316962000;1.42;0.036127553;0.12786320699999998; 0.023760188; 0.002236494; true; 0.159510368; 0.284471813
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-20-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.059529;0.156674;0.179852;14.877779;0.200917;MISSING;MISSING;MISSING;TO; 0.05742; 0.152528;0.021527;4.606254;19.716201;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.438185269;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.2433249;0.32744629999999997;5.3553636000000004;MISSING;MISSING;MISSING;MISSING;28.13;0.48417185;20.874391294; 0.136835122; 0.003497844; true; 21.024688381; 22.084594465
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-21-*.mata;TO; 0.069541; 0.182785;4.638695;0.946191;MISSING;MISSING;MISSING;TO;0.063684;0.195607;0.212341;16.363934;0.201037;MISSING;MISSING;MISSING;TO; 0.062346; 0.125568;0.021528000000000002;4.74396;19.529128999999998;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.332414043;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.1465049;0.3738938;4.9241006;MISSING;MISSING;MISSING;MISSING;27.37;0.262998831;20.160099702000004; 0.177856897; 0.004007289; true; 20.354246888; 21.365553882
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.070089;0.195093;0.231645;20.391485;0.190186;MISSING;MISSING;MISSING;TO; 0.060747; 0.176116;0.024484999999999996;4.69491;19.484748;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3876780629999999;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.1660234;0.3023296;5.5362364;MISSING;MISSING;MISSING;MISSING;35.31;0.269917133;28.542056450000008; 0.192168951; 0.00390809; true; 28.758053851; 29.953590287
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-*.mata;TO; 0.060486; 0.135895;4.328856;1.121053;MISSING;MISSING;MISSING;TO;0.070209;0.210602;0.246941;18.323704;0.183973;MISSING;MISSING;MISSING;TO; 0.075159; 0.209751;0.027377;4.993696;21.296626;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.381641572;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.3010233000000001;0.3468559;5.6420613;MISSING;MISSING;MISSING;MISSING;40.5;0.2664922839999999;34.187098521; 0.206792925; 0.003882083; true; 34.408096878; 35.226671933
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-*.mata;TO; 0.096054; 0.260692;4.93956;1.0094809999999999;MISSING;MISSING;MISSING;TO;0.093885;0.290383;0.2646829999999999;20.92826;0.241284;MISSING;MISSING;MISSING;TO; 0.088008; 0.256248;0.032025;5.2946089999999995;19.693451;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.4683556559999999;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.3470419;0.3319627;5.6950675;MISSING;MISSING;MISSING;MISSING;57.2;0.315967413;50.668854521; 0.244040632; 0.00495943; true; 50.931427652; 51.868462102
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.07888;0.161503;0.313069;16.501753;0.222667;MISSING;MISSING;MISSING;TO; 0.089859; 0.193802;0.026785000000000003;5.06891;21.605341;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.544114071;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.3726441;0.46509579999999995;5.3980144;MISSING;MISSING;MISSING;MISSING;TO;0.3298247980000001;51.269559595000004;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-*.mata;TO; 0.105904; 0.307167;4.9813540000000005;1.152876;MISSING;MISSING;MISSING;TO;0.104688;0.302821;0.374486;20.316321;0.206039;MISSING;MISSING;MISSING;TO; 0.110051; 0.293929;0.035738000000000006;6.165367;19.95396;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.499085334;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.43235080000000004;0.4351177;6.2742817;MISSING;MISSING;MISSING;MISSING;TO;0.387486051;51.980113386;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.10889;0.301568;0.3461470000000001;24.562537;0.193138;MISSING;MISSING;MISSING;TO; 0.098333; 0.300096;0.031302;5.2950099999999996;21.425433;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.503838603;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.4401392;0.2707891;5.8547652;MISSING;MISSING;MISSING;MISSING;TO;0.392454184;52.117728281;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-*.mata;TO; 0.095279; 0.354472;5.513775;1.211207;MISSING;MISSING;MISSING;TO;0.104568;0.370881;0.3810300000000001;25.773866;0.245026;MISSING;MISSING;MISSING;TO; 0.115501; 0.348755;0.045105000000000006;5.191598;23.784043;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.650580928;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.31999079999999996;0.4022477;5.6534756999999995;MISSING;MISSING;MISSING;MISSING;TO;0.451753598;52.105160301;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.110534;0.416456;0.436752;24.719029000000003;0.243657;MISSING;MISSING;MISSING;TO; 0.123592; 0.393873;0.051472000000000004;5.969234;21.850732999999998;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.6924709450000002;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.6017473000000002;0.390379;6.1473213;MISSING;MISSING;MISSING;MISSING;TO;0.4901341279999999;55.780950921000006;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-3-*.mata;0.38; 0.001286; 0.005289;0.332086;0.135954; 3e-06; true; 0.476861;4.82;0.001256;0.005307;0.001586;2.021713;3.053236; 5e-06; true; 5.08449;3.04; 0.002043; 0.007489;0.000527;1.00546;1.976827; 0.020499; true; 3.01591;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;7.15;0.056936802; 3.922924772; 4.1486E-5; true; 3.937337626; 4.254062355;0.36; 0.0024; 0.007964;0.00183;0.319125;0.089473; 2e-06; true; 0.423356;2.58;0.0414796;0.0114749;1.7730174; 0.0002867000; True; 1.7876551000; 1.8843873000;1.63;0.048950875;0.179586779; 0.035004694; 0.002452009; true; 0.224522884; 0.376619313
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.146931;0.441733;0.4931649999999999;18.793321;0.267511;MISSING;MISSING;MISSING;TO; 0.07749; 0.262941;0.031483000000000004;5.122452999999999;25.191706;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.8017594190000001;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.3684134999999999;0.39792960000000005;5.6249177;MISSING;MISSING;MISSING;MISSING;TO;0.506270715;49.811988565;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-31-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.144696;0.395946;0.6006470000000002;21.938023;0.266445;MISSING;MISSING;MISSING;TO; 0.129816; 0.475545;0.062423;5.730834;25.755397000000002;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.0710855339999998;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.6656827;0.26195450000000003;5.6936319;MISSING;MISSING;MISSING;MISSING;TO;0.5020903499999999;56.31640375199999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-32-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.15978;0.512549;0.6346170000000001;29.957271;0.274392;MISSING;MISSING;MISSING;TO; 0.167652; 0.540511;0.06714300000000001;6.149361;27.909098;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.921895788;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.5878968999999998;0.4569327;6.187521;MISSING;MISSING;MISSING;MISSING;TO;0.5915576070000002;48.049912725;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-33-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.170012;0.556133;0.6506589999999999;26.076735;0.283302;MISSING;MISSING;MISSING;TO; 0.165429; 0.56752;0.078079;6.39175;26.906088;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.9393992449999998;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.68361;0.2969591;4.888698499999999;MISSING;MISSING;MISSING;MISSING;TO;0.642500985;56.17517723500001;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-34-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.14704;0.596566;0.8075930000000001;31.242017;0.289444;MISSING;MISSING;MISSING;TO; 0.180708; 0.605889;0.083951;6.344866;26.938256;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.119898902;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.6916161000000001;0.4080625;5.919719;MISSING;MISSING;MISSING;MISSING;TO;0.7131552400000001;51.071341823999994;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-35-*.mata;TO; 0.12113; 0.524202;6.906235;1.531545;MISSING;MISSING;MISSING;TO;0.207632;0.63829;0.830469;34.748531;0.297223;MISSING;MISSING;MISSING;TO; 0.203398; 0.676673;0.08340199999999999;6.475732;31.078265000000002;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.157692283;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.9279243999999999;0.3052159;5.0483244;MISSING;MISSING;MISSING;MISSING;TO;0.80473028;50.777993248;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-36-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.194791;0.643356;0.872254;34.226242;0.303901;MISSING;MISSING;MISSING;TO; 0.19979; 0.702099;0.09494499999999997;7.898791;29.624812;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.0729276860000003;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.9720335999999997;0.43357619999999997;6.343550899999999;MISSING;MISSING;MISSING;MISSING;TO;0.762224355;50.864849057;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-37-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.214084;0.789178;1.027211;30.919493000000003;0.324897;MISSING;MISSING;MISSING;TO; 0.213595; 0.759994;0.10461600000000001;6.565016;30.321254;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.38080844;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.9487818;0.39858800000000005;5.492752299999999;MISSING;MISSING;MISSING;MISSING;TO;0.8781392400000001;48.630224246;MISSING;MISSING;MISSING;MISSING;MISSING
